time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-07-18T13:32:01.510Z,-34.6653,-179.7547,62.12,4.2,mb,,290,3.289,0.36,us,us20009z5x,2017-07-31T17:05:55.040Z,"South of the Kermadec Islands",earthquake,24.4,22,0.236,5,reviewed,us,us
2017-07-18T13:21:13.270Z,37.6559,91.854,10,4.6,mb,,115,11.55,0.25,us,us20009xiq,2017-07-31T16:24:15.040Z,"Northern Qinghai, China",earthquake,8.9,2,0.245,5,reviewed,us,us
2017-07-18T13:17:42.960Z,54.2046,169.0403,15.14,4,mb,,149,3.366,0.6,us,us20009z5y,2017-07-31T15:41:03.040Z,"225km ESE of Nikol'skoye, Russia",earthquake,13,3.1,0.122,18,reviewed,us,us
2017-07-18T13:10:53.920Z,54.2814,169.083,10,4.4,mb,,97,3.374,0.88,us,us20009xim,2017-07-31T15:25:39.040Z,"223km ESE of Nikol'skoye, Russia",earthquake,10.9,1.9,0.057,89,reviewed,us,us
2017-07-18T13:04:07.760Z,-56.9705,-141.4104,10,5.7,mww,,88,32.85,0.96,us,us20009y4v,2017-07-31T15:26:27.146Z,"Pacific-Antarctic Ridge",earthquake,14.7,1.8,0.086,13,reviewed,us,us
2017-07-18T12:32:37.140Z,32.4206667,-115.2716667,4.08,3.28,ml,35,81,0.02822,0.34,ci,ci37706255,2017-07-18T14:06:01.100Z,"10km NW of Delta, B.C., MX",earthquake,0.48,0.88,0.144,212,reviewed,ci,ci
2017-07-18T11:42:14.330Z,19.2243333,-155.3985,33.791,2.68,ml,63,146,0.01313,0.12,hv,hv61840136,2017-07-18T21:20:00.570Z,"8km ENE of Pahala, Hawaii",earthquake,0.36,0.51,0.19,34,reviewed,hv,hv
2017-07-18T11:09:20.540Z,19.0318,-64.3306,77,2.72,md,3,340,1.1962,0.02,pr,pr2017199008,2017-07-18T16:17:06.973Z,"74km NNE of Road Town, British Virgin Islands",earthquake,4.79,3.79,0.5,2,reviewed,pr,pr
2017-07-18T10:39:32.010Z,54.346,168.986,10,4.4,mb,,146,3.455,0.81,us,us20009xfz,2017-07-18T11:31:54.040Z,"214km ESE of Nikol'skoye, Russia",earthquake,8,2,0.052,105,reviewed,us,us
2017-07-18T10:15:49.413Z,59.8002,-136.8383,4.2,2.6,ml,,,,0.82,ak,ak16350438,2017-07-24T23:53:11.788Z,"94km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-18T09:48:57.500Z,18.1681,-68.1531,56,3.04,md,6,331,0.7078,0.35,pr,pr2017199006,2017-07-18T13:25:12.930Z,"52km SSE of Punta Cana, Dominican Republic",earthquake,3.76,5.67,0.08,6,reviewed,pr,pr
2017-07-18T09:34:10.460Z,54.2279,169.1578,10,4.1,mb,,131,3.313,0.79,us,us20009xf6,2017-07-18T11:48:39.040Z,"230km ESE of Nikol'skoye, Russia",earthquake,4.2,2,0.064,67,reviewed,us,us
2017-07-18T08:40:34.370Z,53.0441,171.567,24.08,4.2,mb,,175,1.568,0.66,us,us20009xdt,2017-07-28T12:57:33.040Z,"111km WNW of Attu Station, Alaska",earthquake,14,3.9,0.079,45,reviewed,us,us
2017-07-18T08:29:12.530Z,60.496,-152.1656,81.3,3.3,ml,,,,0.67,ak,ak16349955,2017-07-28T12:55:28.040Z,"31km E of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-07-18T08:00:00.950Z,54.0322,168.9118,10,4.1,mb,,154,3.369,0.74,us,us20009xci,2017-07-28T12:27:49.040Z,"228km ESE of Nikol'skoye, Russia",earthquake,6,2,0.116,20,reviewed,us,us
2017-07-18T07:50:23.050Z,32.019,-116.2041667,18.14,2.55,ml,21,100,0.2181,0.18,ci,ci37706159,2017-07-18T16:03:22.106Z,"43km ENE of Ensenada, B.C., MX",earthquake,0.28,0.7,0.115,73,reviewed,ci,ci
2017-07-18T07:47:02.120Z,34.4202,137.564,306.79,4.2,mb,,61,0.571,0.98,us,us20009xcc,2017-07-28T12:26:59.040Z,"33km S of Kosai-shi, Japan",earthquake,7,4.8,0.065,65,reviewed,us,us
2017-07-18T07:32:56.320Z,54.2325,168.9838,10,4,mb,,148,3.408,1.01,us,us20009z7e,2017-07-28T12:16:33.040Z,"220km ESE of Nikol'skoye, Russia",earthquake,9.4,2,0.134,15,reviewed,us,us
2017-07-18T07:14:04.520Z,17.9953,-68.1678,27,2.98,md,3,328,0.791,0.16,pr,pr2017199004,2017-07-28T09:43:18.040Z,"64km SE of Boca de Yuma, Dominican Republic",earthquake,1.76,11.3,0.01,3,reviewed,pr,pr
2017-07-18T07:10:47.130Z,54.2192,169.24,10,4.4,mb,,148,3.266,0.86,us,us20009z4w,2017-07-28T09:42:05.040Z,"235km ESE of Nikol'skoye, Russia",earthquake,8.6,1.9,0.079,46,reviewed,us,us
2017-07-18T07:09:43.040Z,17.9808,-68.1333,61,4.3,mb,21,244,0.588,0.78,pr,pr2017199001,2017-07-28T09:30:03.040Z,"71km SE of Punta Cana, Dominican Republic",earthquake,4.75,5.97,0.16,18,reviewed,pr,pr
2017-07-18T07:09:16.020Z,54.309,168.9839,10,4.1,mb,,147,3.44,0.7,us,us20009z4t,2017-07-28T09:25:59.040Z,"216km ESE of Nikol'skoye, Russia",earthquake,15.2,2,0.08,43,reviewed,us,us
2017-07-18T06:02:39.550Z,55.2495,167.0849,10,5.3,mb,,62,4.849,0.84,us,us20009xb7,2017-07-18T06:21:59.040Z,"69km E of Nikol'skoye, Russia",earthquake,8.3,1.8,0.024,600,reviewed,us,us
2017-07-18T05:58:17.170Z,-7.106,107.6296,24.5,4.1,mb,,119,2.79,0.43,us,us20009xps,2017-07-18T21:04:31.791Z,"8km SE of Banjaran, Indonesia",earthquake,9.5,6.3,0.235,6,reviewed,us,us
2017-07-18T04:48:24.550Z,53.6242,170.9643,41,4.1,ml,,,,1.15,ak,ak16348587,2017-07-24T23:53:13.613Z,"171km WNW of Attu Station, Alaska",earthquake,,5149,,,reviewed,ak,ak
2017-07-18T02:36:53.327Z,59.4383,-152.7309,68.7,3.1,ml,,,,0.62,ak,ak16347668,2017-07-24T23:53:09.997Z,"63km SW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-18T02:32:30.360Z,36.6221,-98.4302,5,3.6,mb_lg,,30,0.24,0.56,us,us20009x85,2017-07-22T02:42:20.223Z,"16km SSW of Cherokee, Oklahoma",earthquake,3,2,0.054,90,reviewed,us,us
2017-07-18T02:05:19.850Z,-16.4015,-73.6031,44.05,6.4,mww,,66,3.678,1.19,us,us20009x7r,2017-07-19T00:17:11.163Z,"98km WNW of Camana, Peru",earthquake,7.6,6.1,0.071,19,reviewed,us,us
2017-07-18T01:51:37.270Z,55.3532,166.6772,10,5.1,mb,,120,5.103,0.75,us,us20009x7m,2017-07-18T02:00:08.040Z,"47km ENE of Nikol'skoye, Russia",earthquake,6.4,2,0.061,87,reviewed,us,us
2017-07-18T01:47:11.145Z,61.1481,-148.4049,20,3.2,ml,,,,0.64,ak,ak16347188,2017-07-24T23:53:08.815Z,"44km NNE of Whittier, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-07-18T01:32:53.914Z,58.8885,-152.1053,59,2.7,ml,,,,0.72,ak,ak16347166,2017-07-24T23:53:07.165Z,"89km SSW of Homer, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-07-18T01:09:41.870Z,18.4116,-66.1681,115,3.09,md,15,211,0.1329,0.15,pr,pr2017199000,2017-07-18T04:43:47.943Z,"1km NW of Bayamon, Puerto Rico",earthquake,1.72,0.77,0.04,13,reviewed,pr,pr
2017-07-18T01:06:36.480Z,53.748,170.2139,10,5,mb,,102,2.549,1.05,us,us20009x6j,2017-07-18T01:40:02.040Z,"222km WNW of Attu Station, Alaska",earthquake,10.1,1.8,0.035,266,reviewed,us,us
2017-07-18T01:03:05.490Z,55.0535,167.3228,10,4.6,mb,,94,4.636,1.3,us,us20009x6c,2017-07-18T02:20:01.040Z,"86km E of Nikol'skoye, Russia",earthquake,6.3,1.9,0.053,106,reviewed,us,us
2017-07-18T00:53:36.420Z,55.1949,167.1675,10,4.2,mb,,119,4.78,0.94,us,us20009z4l,2017-07-31T21:07:18.040Z,"74km E of Nikol'skoye, Russia",earthquake,11.7,1.9,0.076,48,reviewed,us,us
2017-07-18T00:51:17.130Z,54.2736,168.8504,10,4.4,mb,,128,3.496,0.86,us,us20009x5y,2017-07-23T23:21:52.040Z,"210km ESE of Nikol'skoye, Russia",earthquake,8.5,1.9,0.048,124,reviewed,us,us
2017-07-18T00:46:44.680Z,54.0564,169.5739,10,4.3,mb,,151,3.019,0.84,us,us20009x5r,2017-07-31T04:16:36.040Z,"263km ESE of Nikol'skoye, Russia",earthquake,6.5,2,0.07,58,reviewed,us,us
2017-07-18T00:44:41.950Z,53.9171,169.9881,10,4.5,mb,,79,2.737,0.67,us,us20009z3c,2017-07-31T02:42:52.040Z,"243km WNW of Attu Station, Alaska",earthquake,9.1,1.9,0.048,126,reviewed,us,us
2017-07-18T00:42:30.520Z,54.1703,169.5247,10,4.5,mb,,141,3.092,0.78,us,us20009z4m,2017-07-31T21:41:17.040Z,"254km ESE of Nikol'skoye, Russia",earthquake,8.7,1.9,0.064,70,reviewed,us,us
2017-07-18T00:42:08.960Z,53.7432,168.6831,10,4.5,mb,,138,3.409,1.06,us,us20009z40,2017-07-30T00:53:06.040Z,"237km SE of Nikol'skoye, Russia",earthquake,13.7,2,0.102,28,reviewed,us,us
2017-07-18T00:35:48.460Z,53.8519,170.122,10,4.3,mb,,134,2.638,1.18,us,us20009z36,2017-07-30T00:33:03.040Z,"232km WNW of Attu Station, Alaska",earthquake,7.4,1.9,0.265,4,reviewed,us,us
2017-07-18T00:34:37.950Z,53.067,170.8558,29.88,3.9,mb,,177,1.993,1.05,us,us20009z35,2017-07-30T00:19:50.040Z,"158km W of Attu Station, Alaska",earthquake,11.9,12.1,0.256,4,reviewed,us,us
2017-07-18T00:26:25.430Z,54.2571,169.3732,10,5.2,mb,,65,3.211,0.75,us,us20009x5b,2017-07-24T00:18:14.761Z,"241km ESE of Nikol'skoye, Russia",earthquake,8.2,1.8,0.024,587,reviewed,us,us
2017-07-18T00:23:00.990Z,54.4488,169.464,10,4.4,mb,,123,3.256,1.13,us,us20009z3b,2017-07-30T22:39:22.040Z,"238km ESE of Nikol'skoye, Russia",earthquake,10.2,1.9,0.13,17,reviewed,us,us
2017-07-18T00:21:23.540Z,-30.7269,-177.8368,23.85,4.2,mb,,183,1.479,0.44,us,us20009z4g,2017-07-31T03:41:54.040Z,"128km NE of L'Esperance Rock, New Zealand",earthquake,13.9,9.8,0.146,13,reviewed,us,us
2017-07-18T00:21:18.710Z,54.1585,169.2211,10,4.5,mb,,129,3.249,0.81,us,us20009x62,2017-07-25T00:50:59.040Z,"238km ESE of Nikol'skoye, Russia",earthquake,6.5,1.9,0.052,111,reviewed,us,us
2017-07-18T00:20:31.750Z,54.4073,168.9529,10,4.1,mb,,150,6.272,0.72,us,us20009z37,2017-07-30T05:36:20.040Z,"209km ESE of Nikol'skoye, Russia",earthquake,7,2,0.158,11,reviewed,us,us
2017-07-18T00:18:25.660Z,53.4335,170.2358,10,4.3,mb,,331,20.889,0.48,us,us20009z7v,2017-07-31T21:51:01.040Z,"207km WNW of Attu Station, Alaska",earthquake,29.5,2,0.188,8,reviewed,us,us
2017-07-18T00:08:48.440Z,53.37,169.7993,10,4.4,mb,,251,2.673,0.7,us,us20009z3a,2017-07-30T05:43:03.040Z,"234km WNW of Attu Station, Alaska",earthquake,12.8,2,0.269,4,reviewed,us,us
2017-07-17T23:59:48.730Z,40.8525,78.8825,30.63,4.5,mb,,76,1.685,1.32,us,us20009x4v,2017-07-18T00:59:46.040Z,"120km WSW of Aksu, China",earthquake,5.7,2.9,0.312,3,reviewed,us,us
2017-07-17T23:57:45.170Z,53.4482,171.3426,26.12,5.2,mb,,57,1.811,0.61,us,us20009x5d,2017-07-24T23:53:06.796Z,"140km WNW of Attu Station, Alaska",earthquake,8,4,0.026,496,reviewed,us,us
2017-07-17T23:54:52.580Z,55.362,166.8036,10,4.5,mb,,176,5.329,0.82,us,us20009z1f,2017-07-29T23:52:53.040Z,"54km ENE of Nikol'skoye, Russia",earthquake,8.1,2,0.192,8,reviewed,us,us
2017-07-17T23:52:49.100Z,53.1889,171.9176,24.43,5.1,mb,,44,1.397,0.74,us,us20009x4p,2017-07-24T03:51:32.040Z,"93km WNW of Attu Station, Alaska",earthquake,7.6,4,0.039,213,reviewed,us,us
2017-07-17T23:49:29.920Z,54.3255,169.334,22.87,5.1,mb,,95,3.263,0.77,us,us20009x4l,2017-07-18T05:33:01.040Z,"235km ESE of Nikol'skoye, Russia",earthquake,9.4,5,0.032,316,reviewed,us,us
2017-07-17T23:45:10.260Z,53.7523,169.8857,10,4.7,mb,,149,6.213,0.99,us,us20009z1d,2017-07-25T05:16:03.040Z,"242km WNW of Attu Station, Alaska",earthquake,5.3,2,0.174,10,reviewed,us,us
2017-07-17T23:34:13.870Z,54.4715,168.8148,10.99,7.7,mww,,13,3.6,0.7,us,us20009x42,2017-07-26T23:20:37.185Z,"198km ESE of Nikol'skoye, Russia",earthquake,7.1,3.2,0.058,29,reviewed,us,us
2017-07-17T23:30:18.134Z,63.1181,-150.5809,120.5,2.5,ml,,,,0.58,ak,ak16346215,2017-07-30T22:44:02.040Z,"87km WSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-17T23:25:15.250Z,19.209,-66.829,16,3.14,md,15,255,0.7934,0.26,pr,pr2017198018,2017-07-18T03:12:47.040Z,"70km N of Hatillo, Puerto Rico",earthquake,2.21,4.77,0.12,11,reviewed,pr,pr
2017-07-17T22:36:50.470Z,41.6341,46.1964,10,4.1,mb,,82,1.849,1.05,us,us20009x3t,2017-07-25T03:34:43.040Z,"11km SSW of Qabaqcol, Azerbaijan",earthquake,8.4,2,0.127,17,reviewed,us,us
2017-07-17T22:32:07.140Z,36.9376667,-121.6825,11.34,3.07,ml,118,55,0.01785,0.15,nc,nc72840786,2017-07-20T10:43:29.837Z,"4km ESE of Interlaken, California",earthquake,0.14,0.26,0.192,38,reviewed,nc,nc
2017-07-17T22:28:40.920Z,-6.5502,103.488,28.66,4.3,mb,,171,2.238,0.95,us,us20009z16,2017-07-25T03:20:08.040Z,"147km SSW of Biha, Indonesia",earthquake,5.8,7.4,0.154,12,reviewed,us,us
2017-07-17T22:21:36.190Z,36.9375,-121.682,11.39,2.9,ml,101,55,0.01742,0.14,nc,nc72840781,2017-07-18T18:05:03.187Z,"4km ESE of Interlaken, California",earthquake,0.15,0.25,0.182,34,reviewed,nc,nc
2017-07-17T21:55:56.790Z,-25.1665,179.8682,508.37,4.2,mb,,113,7.576,0.94,us,us20009z14,2017-07-25T03:04:17.040Z,"South of the Fiji Islands",earthquake,11.5,9.1,0.105,25,reviewed,us,us
2017-07-17T21:52:36.260Z,61.0094,-138.2844,10,3.7,mwr,,30,0.076,1.16,us,us20009x32,2017-07-26T22:54:26.570Z,"50km NW of Haines Junction, Canada",earthquake,1.3,1.7,0.049,40,reviewed,us,us
2017-07-17T21:06:34.200Z,36.4454,-97.0626,5.966,3.3,ml,,33,,0.34,us,us20009x2c,2017-07-18T04:28:24.215Z,"25km S of McCord, Oklahoma",earthquake,1.4,4.1,,,reviewed,tul,tul
2017-07-17T18:34:16.020Z,19.949,-64.0956,49,2.72,md,3,339,2.0256,0.2,pr,pr2017198017,2017-07-17T19:50:14.411Z,"178km NNE of Road Town, British Virgin Islands",earthquake,4.019,18.14,0.03,3,reviewed,pr,pr
2017-07-17T17:06:17.300Z,0.5272,123.6202,241.13,4.3,mb,,66,1.774,0.84,us,us20009wzu,2017-07-17T19:40:34.040Z,"40km S of Pimpi, Indonesia",earthquake,8,9,0.104,26,reviewed,us,us
2017-07-17T16:52:32.400Z,54.4786,168.6986,10,4,mb,,144,3.663,0.68,us,us20009z0s,2017-07-31T15:07:39.040Z,"191km ESE of Nikol'skoye, Russia",earthquake,4.8,2,0.101,26,reviewed,us,us
2017-07-17T16:19:06.050Z,-5.2111,103.3465,57.59,4.8,mb,,90,0.93,0.68,us,us20009wze,2017-07-31T14:47:42.040Z,"50km WSW of Kuripan, Indonesia",earthquake,7.1,6.9,0.068,66,reviewed,us,us
2017-07-17T16:10:04.910Z,28.4983,128.0201,143.73,4.3,mb,,124,1.671,0.52,us,us20009z0r,2017-07-31T14:28:35.040Z,"144km W of Naze, Japan",earthquake,10.6,10.4,0.147,13,reviewed,us,us
2017-07-17T14:57:03.390Z,54.4971,168.6446,10,4,mb,,144,3.699,1.1,us,us20009z0p,2017-07-30T20:47:41.040Z,"187km ESE of Nikol'skoye, Russia",earthquake,10.3,2,0.156,11,reviewed,us,us
2017-07-17T14:51:42.820Z,-5.6381,129.1508,243.14,4.6,mb,,73,3.158,0.92,us,us20009z12,2017-07-30T20:28:23.040Z,"235km SSE of Saparua, Indonesia",earthquake,8.4,9.5,0.141,15,reviewed,us,us
2017-07-17T14:41:34.420Z,54.4053,168.7266,10,4,mb,,146,3.616,0.97,us,us20009z0n,2017-07-30T20:12:56.040Z,"196km ESE of Nikol'skoye, Russia",earthquake,7.5,2,0.083,39,reviewed,us,us
2017-07-17T14:31:18.110Z,-15.6002,-174.7518,10,4.6,mb,,163,3.332,0.7,us,us20009z0m,2017-07-30T16:18:33.040Z,"114km WNW of Hihifo, Tonga",earthquake,21.4,2,0.182,10,reviewed,us,us
2017-07-17T14:09:32.740Z,17.8763,145.3492,193.73,4.1,mb,,133,4.287,0.38,us,us20009z0l,2017-07-30T14:37:06.040Z,"51km WSW of Pagan, Northern Mariana Islands",earthquake,19.1,13,0.186,8,reviewed,us,us
2017-07-17T14:05:06.930Z,44.7561667,-111.0048333,5.32,2.5,md,13,88,0.003301,0.14,uu,uu60216972,2017-07-18T03:39:49.008Z,"13km NE of West Yellowstone, Montana",earthquake,0.39,0.6,0.224,9,reviewed,uu,uu
2017-07-17T13:37:37.780Z,-6.6518,127.435,410.45,4.3,mb,,47,4.054,0.72,us,us20009wxu,2017-07-30T13:45:33.040Z,"294km NE of Dili, East Timor",earthquake,10.4,6.2,0.099,29,reviewed,us,us
2017-07-17T13:30:26.920Z,-9.1915,158.1212,10,4.4,mb,,71,1.819,0.93,us,us20009z0j,2017-07-26T20:25:24.040Z,"161km SW of Dadali, Solomon Islands",earthquake,6.8,1.9,0.13,19,reviewed,us,us
2017-07-17T13:27:51.620Z,-9.3909,157.9829,10,4.5,mb,,72,1.939,0.64,us,us20009z0i,2017-07-26T19:20:46.040Z,"188km SW of Dadali, Solomon Islands",earthquake,12.7,1.9,0.191,9,reviewed,us,us
2017-07-17T13:23:00.400Z,20.9992,93.5667,46.16,4.6,mb,,91,1.635,0.66,us,us20009z0x,2017-07-26T18:41:13.040Z,"116km NE of Akyab, Burma",earthquake,8.6,6.3,0.107,26,reviewed,us,us
2017-07-17T13:19:45.290Z,54.4839,168.5981,10,4.4,mb,,96,3.718,0.65,us,us20009wxp,2017-07-26T18:11:08.040Z,"185km ESE of Nikol'skoye, Russia",earthquake,9.1,1.9,0.055,93,reviewed,us,us
2017-07-17T12:44:57.200Z,36.1256667,-83.7026667,9.94,2.78,md,35,40,0.1474,0.2,se,se60202391,2017-07-28T08:02:02.040Z,"2km SSW of Blaine, Tennessee",earthquake,0.25,0.55,0.04,19,reviewed,se,se
2017-07-17T12:08:54.460Z,-18.1024,-178.3722,586.48,4.5,mb,,75,3.422,1.08,us,us20009wx1,2017-07-28T07:59:16.040Z,"284km N of Ndoi Island, Fiji",earthquake,14.5,3.8,0.071,58,reviewed,us,us
2017-07-17T11:56:51.358Z,67.0616,-143.4918,13.5,2.5,ml,,,,0.68,ak,ak16342193,2017-07-28T07:55:13.040Z,"95km NE of Fort Yukon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-17T11:51:05.020Z,46.8683333,-112.523,7.93,2.74,ml,11,86,0.048,0.18,mb,mb80232779,2017-07-18T09:36:37.895Z,"15km SE of Lincoln, Montana",earthquake,0.66,1.22,0.408,7,reviewed,mb,mb
2017-07-17T11:36:43.050Z,54.384,168.8199,10,4,mb,,146,3.559,0.82,us,us20009z0e,2017-07-28T07:48:20.040Z,"203km ESE of Nikol'skoye, Russia",earthquake,8.9,1.9,0.089,34,reviewed,us,us
2017-07-17T11:23:01.570Z,54.596,168.7207,10,5.1,mb,,84,3.707,0.77,us,us20009wwq,2017-07-28T07:42:55.040Z,"187km ESE of Nikol'skoye, Russia",earthquake,9.2,1.9,0.043,178,reviewed,us,us
2017-07-17T11:09:28.960Z,54.1617,167.9914,10,4.8,mb,,133,3.925,1.07,us,us20009z0d,2017-07-28T07:38:55.040Z,"172km SE of Nikol'skoye, Russia",earthquake,14.7,2,0.103,29,reviewed,us,us
2017-07-17T11:05:09.230Z,54.5825,168.6467,10,6.3,mww,,42,3.738,0.8,us,us20009wwj,2017-07-28T07:35:28.383Z,"183km ESE of Nikol'skoye, Russia",earthquake,7.6,1.8,0.05,39,reviewed,us,us
2017-07-17T10:23:13.320Z,-5.4964,149.7748,150.19,4.7,mb,,135,4.669,0.51,us,us20009wwh,2017-07-17T10:51:04.040Z,"41km W of Kimbe, Papua New Guinea",earthquake,9,10.1,0.102,32,reviewed,us,us
2017-07-17T09:29:20.470Z,18.8305,-64.3785,9,2.89,md,4,332,1.0444,0.16,pr,pr2017198012,2017-07-17T12:09:02.590Z,"52km NNE of Road Town, British Virgin Islands",earthquake,8.029,9.63,0.37,4,reviewed,pr,pr
2017-07-17T09:27:04.956Z,36.7304,-115.9092,6.8,4.1,ml,48,28.58,0.156,0.2138,nn,nn00596256,2017-07-18T15:40:20.755Z,"58km N of Pahrump, Nevada",earthquake,,1.1,0.15,16,reviewed,nn,nn
2017-07-17T09:05:54.810Z,-9.7562,111.8727,49.23,4.6,mb,,115,2.266,1.36,us,us20009wwc,2017-07-17T10:45:58.040Z,"162km S of Tambakrejo, Indonesia",earthquake,7.6,8.1,0.133,17,reviewed,us,us
2017-07-17T08:49:49.520Z,46.8651,-112.5611,11.57,4,mb,,41,0.064,0.93,us,us20009ww4,2017-07-21T22:57:37.747Z,"13km SE of Lincoln, Montana",earthquake,5.2,5.1,0.098,29,reviewed,us,us
2017-07-17T08:49:32.090Z,-7.496,127.5618,144.96,4.9,mb,,19,3.734,1.26,us,us20009ww5,2017-07-17T09:46:19.040Z,"248km ENE of Dili, East Timor",earthquake,5.2,4.7,0.078,51,reviewed,us,us
2017-07-17T08:13:13.480Z,36.1585,-120.2736667,14.16,2.73,md,54,116,0.0753,0.07,nc,nc72840226,2017-07-28T00:29:02.707Z,"8km ENE of Coalinga, California",earthquake,0.21,0.35,0.192,92,reviewed,nc,nc
2017-07-17T07:24:42.160Z,37.2611667,-97.8735,4.19,2.47,ml,17,150,0.01772,0.05,ismpkansas,ismpkansas70231058,2017-07-17T19:09:58.110Z,"13km ESE of Harper, Kansas",earthquake,0.21,0.43,0.154,20,reviewed,ismp,ismp
2017-07-17T06:34:48.409Z,62.9002,-150.4054,107.1,2.9,ml,,,,0.52,ak,ak16340931,2017-07-24T23:53:00.310Z,"66km NNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-17T06:12:07.370Z,19.2041,-66.8296,39,4.09,md,18,255,0.7386,0.67,pr,pr2017198004,2017-07-17T07:01:33.024Z,"61km N of Hatillo, Puerto Rico",earthquake,3.25,14.64,0.34,16,reviewed,pr,pr
2017-07-17T05:51:14.490Z,-23.7766,-179.5015,517.7,4.3,mb,,102,5.625,0.88,us,us20009wva,2017-07-17T06:17:42.040Z,"South of the Fiji Islands",earthquake,10.5,9.2,0.083,41,reviewed,us,us
2017-07-17T05:43:13.010Z,19.126,-66.852,33,3.3,md,13,259,0.7077,0.55,pr,pr2017198010,2017-07-17T08:11:38.579Z,"70km N of Hatillo, Puerto Rico",earthquake,2.97,16.6,0.25,9,reviewed,pr,pr
2017-07-17T05:27:22.320Z,19.107,-66.8166,29,3.39,md,14,249,0.7041,0.27,pr,pr2017198008,2017-07-17T07:36:14.850Z,"68km N of Hatillo, Puerto Rico",earthquake,1.22,11.72,0.19,13,reviewed,pr,pr
2017-07-17T05:25:20.720Z,25.6642,-110.1111,10,4.1,mb,,136,1.975,1.18,us,us20009wv6,2017-07-18T01:27:47.448Z,"88km WSW of Higuera de Zaragoza, Mexico",earthquake,8.6,2,0.052,99,reviewed,us,us
2017-07-17T05:15:09.160Z,19.1081,-66.7795,47,3.39,md,15,248,0.7214,0.54,pr,pr2017198002,2017-07-17T05:37:40.234Z,"68km N of Hatillo, Puerto Rico",earthquake,3.26,11.67,0.2,12,reviewed,pr,pr
2017-07-17T04:34:20.530Z,19.8971667,-156.755,38.208,3.28,ml,47,190,0.8667,0.16,hv,hv61838131,2017-07-25T02:29:27.040Z,"83km WNW of Kalaoa, Hawaii",earthquake,0.93,2.14,0.154,20,reviewed,hv,hv
2017-07-17T03:51:18.700Z,35.8628,-96.6819,6.806,3.2,ml,,42,,0.37,us,us20009wux,2017-07-18T03:02:20.233Z,"12km N of Stroud, Oklahoma",earthquake,1.8,3.2,,,reviewed,tul,tul
2017-07-17T03:29:22.090Z,36.247,-98.4382,2.16,3.2,mb_lg,,24,0.244,0.29,us,us20009wut,2017-07-25T02:10:35.296Z,"4km ESE of Fairview, Oklahoma",earthquake,1.1,6.6,0.051,100,reviewed,us,us
2017-07-17T03:29:08.220Z,19.0885,-66.814,27,2.97,md,8,284,0.6884,0.31,pr,pr2017198003,2017-07-17T06:30:42.160Z,"66km N of Hatillo, Puerto Rico",earthquake,1.65,13.77,0.14,8,reviewed,pr,pr
2017-07-17T03:13:21.950Z,-19.078,-172.9591,10,4.6,mb,,78,2.867,0.89,us,us20009yzm,2017-07-25T01:56:26.040Z,"117km ESE of Neiafu, Tonga",earthquake,9.3,1.9,0.122,20,reviewed,us,us
2017-07-17T02:59:33.380Z,2.5432,128.0848,159.61,4.1,mb,,105,1.9,0.62,us,us20009yzj,2017-07-25T01:28:59.040Z,"90km N of Tobelo, Indonesia",earthquake,9.5,9.2,0.12,19,reviewed,us,us
2017-07-17T02:51:43.870Z,44.8358,147.4589,107.61,4.3,mb,,117,3.555,0.66,us,us20009wuu,2017-07-24T01:39:15.040Z,"55km SW of Kuril'sk, Russia",earthquake,9.9,7.6,0.053,100,reviewed,us,us
2017-07-17T02:49:56.980Z,18.8955,-66.7883,72,2.79,md,5,281,0.5499,0.44,pr,pr2017198007,2017-07-17T07:35:53.421Z,"45km N of Hatillo, Puerto Rico",earthquake,6.88,6.55,0.19,4,reviewed,pr,pr
2017-07-17T02:43:08.080Z,-16.0834,-69.4365,234.74,4.3,mb,,119,1.271,1.51,us,us20009yzh,2017-07-24T01:17:05.040Z,"14km N of Juli, Peru",earthquake,8.5,6.9,0.078,46,reviewed,us,us
2017-07-17T02:38:13.090Z,19.0923,-66.7815,38,3.63,md,17,247,0.6228,0.37,pr,pr2017198000,2017-07-24T01:04:48.040Z,"70km N of Arecibo, Puerto Rico",earthquake,1.64,8.44,0.26,15,reviewed,pr,pr
2017-07-17T02:35:33.060Z,19.0878,-66.7801,40,2.88,md,13,264,0.7031,0.49,pr,pr2017198005,2017-07-17T23:41:03.040Z,"85km N of Hatillo, Puerto Rico",earthquake,2.6,10.78,0.25,11,reviewed,pr,pr
2017-07-17T02:19:02.710Z,19.1255,-66.7793,34,4.66,md,19,249,0.6558,0.4,pr,pr2017198001,2017-07-24T00:48:29.040Z,"67km N of Hatillo, Puerto Rico",earthquake,1.77,9.43,0.32,18,reviewed,pr,pr
